name,address,latitude,longitude,phone,overview,Total Sites,Overnight Sites,Seasonal Sites,Maximum Amperage,Electrical / Water / Sewer,Electrical / Water,Electrical,No Services,Min / Max (Daily),Max length (of RV),activities,Accessible facilities,Credit/debit cards,Dumping (station or mobile),Group camping,Internet (WiFi at site),Laundromat,Pet-friendly,Planned activities/events,Playground,Pull-thru sites,Rec hall/games room,Restaurant/snack bar,Store,Swimming (outdoor pool),Toilets/showers (comfort station),"Boating (marina, boat launch, or docks)",Cable TV (at site),Controlled access,Hot tub,Internet (hot spot),Propane,Swimming (indoor pool),"Swimming (lake, river, or beach)",Toilets (pit/outhouse)
Sunset Shores Resort,"10243 Hwy 17 N, Batchawana Bay, Ontario, P0S 1A0",46.94607,-84.57515,705-882-2231,"Wilderness adventure base camp on Lake Superior's shore. Waterfront housekeeping cottages, wooded campground, pull-thrus, sandy beach, dock launch. ATV, bike, hike, climb, fish, canoe. Adjacent to Batchawana Provincial Park with a 3-mile sand beach.  Under new management.",118,10,108,30,89,28,0,1,$38 / $42,38 ft,"Activities In or Around the Campground:ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
Terrawoods on Muskoka Shores,"184 Horseshoe Lake Rd, Seguin, Ontario, P2A 2W8",45.29777,-79.85759,705-378-2762,"Terrawoods Resort is on beautiful Horseshoe Lake, with 38 seasonal trailer sites, 7 housekeeping cottages and lodge rooms. Terrawoods can accommodate most of your vacation needs. We have a shallow sandy beach for swimming; many dock spaces for your boat; a sand volleyball court; private fire pits; and complimentary canoes, paddleboats and kayaks.",38,0,38,30,38,0,0,0,$ / $,44 ft,"Activities In or Around the Campground:ATV-friendly, Badminton, Boat rental (motorized), Snowmobiling, Volleyball",1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
The Cache Campground,"Hwy 144, McKeown Township, Kenogamissi Lake, Timmins, Ontario, P4N 8E8",48.26274,-81.5613,705-266-1544,"We offer seasonal, weekly and daily lots with 15- and 30-amp service. We also have cottage rentals by 3 night minimum, weekly or monthly. Onsite there is a retail/grocery store, ice, gas, propane, live bait, all your fishing needs (such as rods/reels and tackle), RV/marine parts and accessories, and fishing/hunting licenses.",169,3,166,30,0,0,169,0,$45 / $50,40 ft,"Activities In or Around the Campground:Boat rental (motorized), Day use, Fishing, Swimming (lake, river), Walking/hiking trails",1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
The Homestead Trailer Park Ltd,"1123 Homestead Rd, Bancroft, Ontario, K0L 1C0",44.91121,-78.08275,613-339-2500,"Fishing on Eels Lake, natural sand beach with two 16-foot water trampolines, recreation hall, store, playground, planned activities, waterfront campsites and big-rig sites. Your hosts: John and Diane.",156,16,140,30,153,3,0,0,$42 / $,50 ft,"Activities In or Around the Campground:ATV-friendly, Boat rental (non-motorized), Fishing, Fitness, Walking/hiking trails",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
The Summer Place Marina & Campground,"18254 Kent Bridge Rd, RR 1, Morpeth, Ontario, N0P 1X0",42.3359,-81.84686,519-674-2326,"Highway 401 exit 101, south on Kent Road 15, located on Rondeau Bay. Daily/weekly/monthly/seasonal. Large level sites, good fishing, pond and bay; boat ramp, docks, access to Lake Erie. Quiet family atmosphere. Your hosts: the Parkers.",145,10,135,30,145,0,0,0,$30 / $58,40 ft,"Activities In or Around the Campground:Fishing, Golf, Swimming (lake, river), Walking/hiking trails",0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0
Tipi Adventure,"1345 Beatrice Townline Rd, Bracebridge, Ontario, P1L 1X4",45.12998,-79.41819,705-706-7125,"NO NEED FOR CAMPING GEAR: SLEEP IN OUR TIPIS! Everything provided: just bring sleeping bags and food! 80 acres of forest/large clean pond. Tipi sleeps 10 comfortably; queen-size futon and bunk-cots, decorated with Canadian-motif murals. Heatable. Small kitchen and BBQ, outdoor showers, toilets. Try it in winter. Trails/sports fields. German spoken.",3,3,0,0,0,0,0,3,$110 / $225,,"Activities In or Around the Campground:Fishing, Soccer, Swimming (lake, river), Volleyball, Walking/hiking trails",0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
To Jo's Christian Family Campground,"2043 South Orr Lake Rd, Elmvale, Ontario, L0L 1P0",44.59724,-79.81039,705-322-2181,"400 north of Barrie to exit 121, north 7 km to South Orr Lake Rd, go left 3 km. Centrally located: 20 minutes to Wasaga Beach, Midland, Barrie, Orillia. Sunday services, alcohol-free camping, VBS, sports field.",136,20,116,30,116,13,0,7,$30 / $40,,"Activities In or Around the Campground:Baseball, Shuffleboard, Swimming (lake, river), Tennis, Water park",1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
Toronto North/Cookstown KOA,"139 Reive Blvd, Cookstown, Ontario, L0L 1L0",44.20593,-79.65701,705-458-2267,"Set in a convenient location just north of Toronto, this KOA offers extra-long deluxe pull-thru sites, and you’re just 25 minutes to Canada’s Wonderland. Enjoy our rock wall, heated pool or splash pool. Award-winning family campground.",105,105,0,50,50,50,0,5,$30 / $85,80 ft,"Activities In or Around the Campground:Chess, Golf (mini), Pedal carts, Rock climbing/bouldering, Volleyball",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
Trailer Park on the Bay,"7322 Hwy 35, Coboconk, Ontario, K0M 1K0",44.71568,-78.79979,705-454-8176,"5 km north of Coboconk on Hwy 35. Quiet family campground on Shadow Lake. Cottages and overnight sites available. New 30- and 50-amp sites. Sandy beach, fishing, docks. Planned activities, recreation hall, games room, children's activities. Sunny or shady sites. Hosts: Reza and Afsaneh Sheybani.",130,1,129,50,130,0,0,0,$30 / $40,40 ft,"Activities In or Around the Campground:Dances, Fishing, Horseshoes, Movies, Volleyball",1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Tranquil Acres Camping,"3263 Appleton Sideroad, Carleton Place, Ontario, K7C 4M3",45.16012,-76.10455,613-257-4757,"5 km east of Hwy 15 on Hwy 7, 2 km on Appleton Sideroad. Family camping. Spacious, open, treed and waterfront sites. Ideally located 20 minutes from Ottawa, in Lanark County. Rideau Canal close by. This is a very quiet and restful campground. Hosts: Shonagh and Dave Toddun.",50,0,50,30,50,0,0,0,$ / $,36 ft,"Activities In or Around the Campground:Cycling, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Trillium Woods Campground,"129 Bryant St, South Bruce Peninsula (Wiarton), Ontario, N0H 2T0",44.73888,-81.25967,519-534-2555,"Quiet, friendly family camp on Spry Lake offers wooded tent and full-hookup trailer sites. Rent cabins, bunkies, canoes and kayaks. Clean washrooms, private beach, radio-free, WiFi hotspot. 13 km from Sauble Beach and Wiarton. Great for exploring Grey-Bruce.",110,30,80,30,92,10,0,8,$40 / $45,35 ft,"Activities In or Around the Campground:Golf, Boat rental (non-motorized), Cycling, Fishing, Walking/hiking trails",0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
Trout Water Family Camping Ltd,"Hwy 7, PO Box 118, Sunderland, Ontario, L0C 1H0",44.29769,-79.03066,705-357-1754,"Midway between Simcoe St and Hwy 12 on Hwy 7 north of Sunderland, 15 minutes to Lindsay. From Hwy 401, take Hwy 12 for 38 km to Hwy 7, east 3 km. Food, fun, friends. Groups welcome. Hosts who care about campers.",135,60,75,30,70,37,0,28,$30.00 / $34.00,40 ft,"Activities In or Around the Campground:Walking/hiking trails, Boat rental (non-motorized), Cycling, Golf, Horseback riding",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Twin Cedars Park,"1115 Marble Lake Rd, Cloyne, Ontario, K0H 1K0",44.84776,-77.14986,613-336-2451,Family camping situated on a quiet lake offers swimming and fishing. Organized activities for adults and children. Numerous hiking and ATV trails. Nearby golf and tennis courts.,140,10,130,30,130,10,0,0,$40 / $55,,"Activities In or Around the Campground:ATV-friendly, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
United Empire Loyalist Heritage Centre and Park,"54 Adolphustown Park Rd, Bath, Ontario, K0H 1G0",44.06317,-77.00562,613-373-2196,"The UEL Heritage Centre and Park is a mixture of history, camping & family fun, all in one location. It is 72 acres on the scenic shores of the Bay of Quinte, along the Loyalist Parkway (Hwy 33) in the village of Adolphustown. Campsites are available for overnight, weekly or seasonal use. Beach & day use are available for family picnics & outings.",150,60,90,30,0,96,0,54,$37 / $48,,"Activities In or Around the Campground:Day use, Museum/heritage sites, Music Festival, Swimming (lake, river)",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
Upper Canada Campground,"13390 County Rd 41, RR 1, Morrisburg, Ontario, K0C 1X0",44.94734,-75.08473,613-543-2201,"Highway 401 exit 758 north Upper Canada Road (0.5 km). Recreational program, theme weekends in summer, pools, man-made pond, all-purpose court. Upper Canada Village (4 km), golf, marina, summer theatre nearby.",240,40,200,50,0,235,0,5,$33 / $55,45 ft,"Activities In or Around the Campground:Fishing, Golf, Movies, Museum/heritage sites, Theatre (live)",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
Victoria Park Campground,"30 Lombard St, Smiths Falls, Ontario, K7A 4G2",44.89601,-76.02421,613-283-5112,"Enjoy beautiful Victoria Park Campground & Marina on the Rideau Canal, conveniently located just steps from the Smiths Falls downtown shops (and also big-box stores). This is the perfect spot to refresh, restock and recharge. Featuring 50+ campsites with 30 amp electrical, water and WiFi. Amenities also include pumping station, laundry and shower",54,38,16,30,0,54,0,0,$28 / $60,48 ft,"Activities In or Around the Campground:Boat rental (non-motorized), Museum/heritage sites, Restaurants, Shopping, Walking/hiking trails",1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Wabigoon Lake RV Park,"10188 Hwy 17, PO Box 194, Wabigoon, Ontario, P0V 2W0",49.71355,-92.59646,807-938-6432,"All sites full-service, 30 and 50 amps. 30-foot x 75-foot pull-thrus. Fish, canoe, kayak Nugget Creek and Wabigoon chain of lakes. Children's playground. Private washrooms and showers. Free high-speed Internet. Great walleye and northern fishing.",19,14,5,50,17,0,0,2,$27 / $36,75 ft,"Activities In or Around the Campground:Fishing, Fishing (guided), Horseshoes, Motorboats allowed",1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Waterways Campground,"3800 Big Rideau Lake Road, Portland, Ontario, K0G 1V0",44.68428,-76.21971,613-272-2791,"Family camping. Clean, quiet location. Fisherman's haven: trout, bass, pike. Bike, canoe, boat, swim, outdoor sports, sightseeing. Cottage. Seasonal sites only. Hwy 15, 3 km south of Portland on Big Rideau Lake Rd.",150,0,150,30,142,8,0,0,$ / $,40 ft,"Activities In or Around the Campground:Cycling, Fishing, Horseshoes, Volleyball, Water skiing",0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Wessell's Adult Trailer Park,"8314 Hwy 35, Minden, Ontario, K0M 2L1",44.72899,-78.815,705-454-3208,4 miles north of Norland on Highway 35. Very quiet and clean retirement park. Telephone to each site. Season: May 1 to Thanksgiving. Your hosts: Ingram and Isabel Wessell.,17,0,17,30,17,0,0,0,$ / $,,"Activities In or Around the Campground:Fishing, Golf, Horseshoes, Restaurants, Shopping",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
West Pines Park Resort,"42 Centre Rd, Lake St Peter, Ontario, K0L 2K0",45.30746,-78.031,613-338-5795,"West Pines is a family-owned and -operated park resort located on the west shores of Lake St Peter. Whether it's a family outing to the ice cream parlour, ATV rides on the nearby trails or just a relaxing day spent at the campsite with family and friends, you'll be sure to create lasting memories.Enjoy your own piece of lakeside paradise.",100,10,90,50,10,85,0,5,$36 / $46,42 ft,"Activities In or Around the Campground:ATV-friendly, Boat rental (non-motorized), Fishing, Swimming (lake, river), Volleyball",1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
Whispering Pines Family Campground,"719601 Hwy 6, Hepworth, Ontario, N0H 1P0",44.62469,-81.10313,519-935-2571,"Nestled on 100 acres of mature forest. Catering to Mom, Dad and the kids. Relax by the heated saltwater pools and hike or bike the trails. Planned events on weekends in July and August. New sleeping cabins and tenting area available. Or enjoy a stay in a rental trailer. A great starting point to come and explore the Grey Bruce area. Book today!",220,40,180,30,0,200,0,20,$45 / $55,40 ft,"Activities In or Around the Campground:ATV-friendly, Basketball, Golf, Soccer, Walking/hiking trails",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Whispering Pines Resort,"2939 Foymount Rd, RR 2, Eganville, Ontario, K0J 1T0",45.52511,-77.11784,613-754-2533,"Fantastic view of the mountains and beautiful Lake Clear. Great for fishing, watersports of any kind or just relaxing. We offer laundry facilities and modern washrooms with hot showers. Seasonal park only.",42,0,42,30,42,0,0,0,$ / $,44 ft,"Activities In or Around the Campground:Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river)",0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Whistle Bare Campground,"1912 Whistle Bare Road, Cambridge, Ontario, N1R 5S3",43.36232,-80.40751,519-623-2463,"At Whistle Bare Campground, we have large seasonal sites available. Lots of mature trees. We are close to the Whistle Bear and Grand Valley golf courses. We are located in the countryside close to Cambridge and Kitchener, only minutes from the Homer Watson exit off Hwy 401. RV and boat storage also available.",80,9,71,30,80,0,0,0,$58 / $,40 ft,"Activities In or Around the Campground:Cycling, Fishing, Horseshoes, Swimming (lake, river), Walking/hiking trails",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
White Birches Camp,"120 Peninsula Rd, Port Loring, Ontario, P0H 1Y0",45.91115,-79.97858,705-757-0253,"Not only do we have RV and tent sites, we also offer rental on site trailers, 2- and 3-bedroom cottages, and camping cabins. Fishing, boating and swimming on beautiful Wilson Lake. Explore and fish the Pickerel River system. Children's playground, sauna, laundromat. Your hosts: Taylor, Kerry and Peter Stillar.",30,20,10,30,10,20,0,0,$35 / $45,,"Activities In or Around the Campground:ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Swimming (lake, river)",0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
White Lake RV Park,"209 Burnstown Rd, White Lake, Ontario, K0A 3L0",45.36118,-76.49985,613-622-7950,"Located in the village of White Lake, we're 10 minutes from the 417, 45 minutes west of Ottawa. Relax, swim, fish and dock your boat on 600 feet of waterfront at the north end of this 11-mile-long lake. Walk or drive to nearby attractions. RV rentals available for reservation onsite.",69,0,69,30,65,1,0,3,$45 / $,40 ft,"Activities In or Around the Campground:Horseshoes, Golf, Restaurants, Swimming (lake, river), Fishing",0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
Wildwood Campground,"9197 County Rd 44, Oxford Station, Ontario, K0G 1T0",44.91072,-75.55899,613-258-2940,"We are a quiet, family-oriented campground with a large pool, playground, spacious treed grounds and 2 km of nature trails. We are just 20 minutes from Limerick Forest. Just 30 minutes from Ottawa. Directions adjacent to Highway 416, exit at Oxford Station, exit 24.",95,15,80,30,15,80,0,0,$30 / $40,40 ft,"Activities In or Around the Campground:Cycling, Horseshoes, Pedal carts, Volleyball, Walking/hiking trails",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
Wildwood Golf & RV Resort,"11112 Conc Rd 11, Essex, Ontario, N0R 1J0",42.13888,-82.94965,519-726-6176,"Our Florida-style resort is perfect for snowbirds and those looking for a summer retreat. Centrally located to great dining, shopping, area attractions and great wine route. Approximately 25 minutes from Caesars Windsor Casino and the Windsor/Detroit Ambassador Bridge. We hope you enjoy what our area has to offer.",375,83,292,50,375,0,0,0,$47 / $53,45 ft,"Activities In or Around the Campground:Golf, Restaurants, Walking/hiking trails",0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0
Willow Lake Campground and RV Park Woodstock,"595487 County Rd 59, RR 6, Woodstock, Ontario, N4S 7W1",43.17219,-80.78168,519-537-7301,"Safe, quiet, well-maintained, family-oriented campground. Overnight and seasonal sites with 30- to 50-amp electric, water and sewer. Solar heated pool and weekend planned activities. Superb 75 to 90 foot pull-thrus. Close to many attractions, including casino, Stratford Festival, Shakespeare, St. Jacobs, antique shops and farmer's markets.",59,40,19,50,49,1,0,9,$46 / $55,50 ft,"Activities In or Around the Campground:Casino, Farmers' market/stands, Museum/heritage sites, Restaurants, Theatre (live)",0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Windmill Family Campground,"2778 Perth Rd 163, Fullarton, Ontario, N0K 1H0",43.35689,-81.21368,519-229-8982,Windmill Family Campground is now one of Southwestern Ontario's hottest campgrounds!  Large trailer & tent sites available for overnight or seasonal.  Beautiful rental cabins and more!  Enjoy our huge heated pool and planned activities. Family atmosphere. New management.,252,40,212,30,228,16,4,4,$35 / $45,50 ft,"Activities In or Around the Campground:Basketball, Dances, Golf (mini), Shuffleboard, Volleyball",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
Wolf River Park,"251 Wolf River Rd, RR 1, Dorion, Ontario, P0T 1K0",48.82279,-88.53934,807-857-2521,"About 75 km east of Thunder Bay off Hwy 11/17 on Wolf River Rd. Great family camping on shaded and open sites. Swim, fish or go tubing in the river. Close to amethyst mines, Ouimet Canyon, Lake Superior and more.",45,24,21,15,0,0,33,12,$30 / $35,28 ft,"Activities In or Around the Campground:Horseshoes, Fishing, Day use, Swimming (lake, river), Wildlife viewing/birding",1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Woodcrest Resort Park,"1570 Myers Cave Rd, RR 1, Harlowe, Ontario, K0H 1B0",44.79585,-77.09347,613-336-2966,"Hwy 7 to Kaladar, north on Hwy 41 to Harlowe Road, turn right and follow signs. Family camping. Wooded, waterfront, modern facilities. Sandy beach, playground, trailer rental. Store, sales, service. Hosts: the Colton family.",155,27,128,30,0,128,0,27,$35 / $50,40 ft,"Activities In or Around the Campground:Boat rental (motorized), Boat rental (non-motorized), Fishing, Golf (mini), Shuffleboard",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
